kx (1/m)	特征频率 (Hz)	角频率 (rad/s)
1.6650	169.05	1062.2
1.6650	170.57	1071.7
1.6650	174.04	1093.5
1.6650	176.48	1108.8
1.6650	178.61	1122.2
1.6965	58.289	366.24
1.6965	67.835	426.22
1.6965	74.876	470.46
1.6965	77.180	484.93
1.6965	84.202	529.05
1.6965	92.015	578.15
1.6965	97.644	613.52
1.6965	104.86	658.86
1.6965	113.43	712.69
1.6965	114.03	716.48
1.6965	118.52	744.68
1.6965	123.52	776.13
1.6965	129.26	812.16
1.6965	131.52	826.37
1.6965	134.70	846.35
1.6965	135.05	848.53
1.6965	135.06	848.59
1.6965	135.10	848.88
1.6965	135.24	849.74
1.6965	135.64	852.24
1.6965	136.42	857.14
1.6965	137.77	865.62
1.6965	140.40	882.17
1.6965	142.33	894.27
1.6965	145.02	911.21
1.6965	147.58	927.25
1.6965	149.66	940.35
1.6965	150.64	946.52
1.6965	153.12	962.11
1.6965	153.94	967.24
1.6965	156.30	982.04
1.6965	160.73	1009.9
1.6965	161.41	1014.1
1.6965	165.52	1040.0
1.6965	167.96	1055.3
1.6965	169.63	1065.8
1.6965	170.54	1071.5
1.6965	175.73	1104.1
1.6965	177.94	1118.0
1.6965	180.18	1132.1
1.7279	59.211	372.03
1.7279	68.710	431.72
1.7279	76.195	478.75
1.7279	78.286	491.89
1.7279	85.187	535.25
1.7279	93.152	585.29
1.7279	98.727	620.32
1.7279	105.78	664.65
1.7279	114.57	719.89
1.7279	115.81	727.62
1.7279	120.03	754.14
1.7279	124.53	782.47
1.7279	130.78	821.71
1.7279	132.97	835.48
1.7279	136.38	856.88
1.7279	137.55	864.26
1.7279	137.56	864.32
1.7279	137.60	864.59
1.7279	137.73	865.38
1.7279	138.10	867.68
1.7279	138.85	872.42
1.7279	140.12	880.38
1.7279	142.36	894.46
1.7279	143.99	904.75
1.7279	146.76	922.14
1.7279	148.60	933.71
1.7279	149.26	937.84
1.7279	152.45	957.86
1.7279	152.91	960.79
1.7279	154.41	970.20
1.7279	158.03	992.90
1.7279	159.75	1003.7
1.7279	162.81	1022.9
1.7279	167.02	1049.4
1.7279	168.69	1059.9
1.7279	169.83	1067.1
1.7279	172.03	1080.9
1.7279	177.30	1114.0
1.7279	179.27	1126.4
1.7279	179.52	1127.9
1.7593	60.136	377.84
1.7593	69.581	437.19
1.7593	77.490	486.88
1.7593	79.414	498.97
1.7593	86.172	541.43
1.7593	94.281	592.39
1.7593	99.822	627.20
1.7593	106.71	670.48
1.7593	115.65	726.66
1.7593	117.60	738.93
1.7593	121.56	763.79
1.7593	125.54	788.78
1.7593	132.31	831.33
1.7593	134.29	843.76
1.7593	138.09	867.64
1.7593	140.06	880.00
1.7593	140.06	880.05
1.7593	140.11	880.32
1.7593	140.23	881.07
1.7593	140.57	883.25
1.7593	141.30	887.79
1.7593	142.46	895.10
1.7593	144.07	905.24
1.7593	145.83	916.30
1.7593	147.55	927.09
1.7593	148.49	932.98
1.7593	151.08	949.29
1.7593	151.89	954.35
1.7593	154.19	968.82
1.7593	155.70	978.28
1.7593	158.77	997.55
1.7593	159.83	1004.2
1.7593	164.14	1031.3
1.7593	167.75	1054.0
1.7593	168.52	1058.8
1.7593	171.71	1078.9
1.7593	173.53	1090.3
1.7593	178.38	1120.8
1.7593	178.81	1123.5
1.7593	181.21	1138.6
1.7907	61.063	383.67
1.7907	70.448	442.64
1.7907	78.751	494.81
1.7907	80.571	506.24
1.7907	87.158	547.63
1.7907	95.400	599.42
1.7907	100.93	634.16
1.7907	107.64	676.35
1.7907	116.69	733.18
1.7907	119.40	750.24
1.7907	123.11	773.53
1.7907	126.56	795.20
1.7907	133.82	840.84
1.7907	135.53	851.55
1.7907	139.85	878.70
1.7907	142.56	895.74
1.7907	142.57	895.79
1.7907	142.61	896.05
1.7907	142.73	896.77
1.7907	143.06	898.84
1.7907	143.74	903.13
1.7907	144.70	909.16
1.7907	145.65	915.17
1.7907	146.50	920.47
1.7907	147.82	928.81
1.7907	150.23	943.93
1.7907	150.87	947.93
1.7907	153.01	961.39
1.7907	155.79	978.84
1.7907	157.10	987.08
1.7907	157.79	991.40
1.7907	161.68	1015.8
1.7907	165.43	1039.4
1.7907	166.82	1048.2
1.7907	170.01	1068.2
1.7907	173.57	1090.5
1.7907	175.03	1099.7
1.7907	177.48	1115.1
1.7907	180.31	1132.9
1.7907	182.98	1149.7
1.8221	61.993	389.51
1.8221	71.313	448.07
1.8221	79.969	502.46
1.8221	81.765	513.75
1.8221	88.146	553.84
1.8221	96.508	606.38
1.8221	102.05	641.17
1.8221	108.59	682.28
1.8221	117.70	739.52
1.8221	121.19	761.47
1.8221	124.65	783.20
1.8221	127.63	801.91
1.8221	135.28	849.96
1.8221	136.76	859.28
1.8221	141.63	889.91
1.8221	145.07	911.48
1.8221	145.07	911.53
1.8221	145.11	911.78
1.8221	145.22	912.47
1.8221	145.45	913.87
1.8221	145.53	914.37
1.8221	146.08	917.83
1.8221	146.55	920.79
1.8221	147.58	927.30
1.8221	149.85	941.52
1.8221	149.86	941.59
1.8221	152.04	955.27
1.8221	155.00	973.92
1.8221	156.81	985.26
1.8221	157.15	987.41
1.8221	158.72	997.24
1.8221	163.55	1027.6
1.8221	165.89	1042.3
1.8221	166.69	1047.3
1.8221	171.51	1077.6
1.8221	175.36	1101.8
1.8221	176.53	1109.2
1.8221	176.58	1109.5
1.8221	181.84	1142.6
1.8221	184.78	1161.0
1.8535	62.925	395.37
1.8535	72.176	453.49
1.8535	81.138	509.81
1.8535	83.001	521.51
1.8535	89.139	560.08
1.8535	97.605	613.27
1.8535	103.17	648.25
1.8535	109.55	688.30
1.8535	118.69	745.73
1.8535	122.95	772.54
1.8535	126.16	792.67
1.8535	128.78	809.14
1.8535	136.60	858.31
1.8535	138.06	867.47
1.8535	143.42	901.16
1.8535	144.40	907.27
1.8535	147.50	926.75
1.8535	147.57	927.23
1.8535	147.58	927.28
1.8535	147.63	927.56
1.8535	147.75	928.33
1.8535	148.08	930.44
1.8535	148.76	934.67
1.8535	148.83	935.12
1.8535	149.86	941.60
1.8535	151.86	954.18
1.8535	153.94	967.21
1.8535	155.83	979.14
1.8535	157.03	986.62
1.8535	158.36	995.02
1.8535	160.50	1008.5
1.8535	164.96	1036.5
1.8535	165.43	1039.4
1.8535	167.94	1055.2
1.8535	173.00	1087.0
1.8535	175.69	1103.9
1.8535	177.07	1112.6
1.8535	178.06	1118.8
1.8535	183.44	1152.6
1.8535	186.55	1172.1
1.8850	63.859	401.24
1.8850	73.038	458.91
1.8850	82.260	516.85
1.8850	84.275	529.52
1.8850	90.137	566.35
1.8850	98.688	620.08
1.8850	104.31	655.37
1.8850	110.52	694.41
1.8850	119.66	751.86
1.8850	124.67	783.31
1.8850	127.62	801.84
1.8850	130.04	817.09
1.8850	137.78	865.72
1.8850	139.48	876.39
1.8850	143.35	900.68
1.8850	145.20	912.34
1.8850	147.81	928.74
1.8850	148.72	934.41
1.8850	150.08	942.97
1.8850	150.09	943.02
1.8850	150.13	943.27
1.8850	150.23	943.95
1.8850	150.54	945.90
1.8850	151.19	949.95
1.8850	152.18	956.20
1.8850	153.81	966.43
1.8850	154.86	973.03
1.8850	155.94	979.80
1.8850	158.99	998.93
1.8850	159.60	1002.8
1.8850	162.38	1020.2
1.8850	164.03	1030.7
1.8850	167.27	1051.0
1.8850	169.22	1063.3
1.8850	174.46	1096.2
1.8850	174.80	1098.3
1.8850	178.66	1122.5
1.8850	179.66	1128.8
1.8850	185.09	1162.9
1.8850	186.41	1171.3
1.9164	64.796	407.13
1.9164	73.899	464.32
1.9164	83.339	523.64
1.9164	85.583	537.73
1.9164	91.141	572.65
1.9164	99.760	626.81
1.9164	105.44	662.53
1.9164	111.50	700.61
1.9164	120.63	757.92
1.9164	126.30	793.56
1.9164	129.04	810.81
1.9164	131.44	825.87
1.9164	138.85	872.39
1.9164	140.99	885.85
1.9164	142.30	894.11
1.9164	146.80	922.37
1.9164	146.96	923.38
1.9164	149.83	941.43
1.9164	152.59	958.72
1.9164	152.59	958.77
1.9164	152.63	959.01
1.9164	152.73	959.66
1.9164	153.02	961.48
1.9164	153.63	965.26
1.9164	153.89	966.94
1.9164	154.47	970.54
1.9164	155.75	978.61
1.9164	158.02	992.89
1.9164	160.46	1008.2
1.9164	161.32	1013.6
1.9164	163.11	1024.9
1.9164	164.31	1032.4
1.9164	168.99	1061.8
1.9164	170.63	1072.1
1.9164	173.91	1092.7
1.9164	175.91	1105.2
1.9164	180.12	1131.8
1.9164	181.34	1139.4
1.9164	185.52	1165.6
1.9164	186.78	1173.6
1.9478	65.735	413.02
1.9478	74.760	469.73
1.9478	84.384	530.20
1.9478	86.916	546.11
1.9478	92.151	579.00
1.9478	100.82	633.46
1.9478	106.59	669.71
1.9478	112.51	706.90
1.9478	121.59	763.95
1.9478	127.81	803.02
1.9478	130.49	819.91
1.9478	132.95	835.38
1.9478	139.84	878.64
1.9478	141.26	887.54
1.9478	142.54	895.59
1.9478	145.79	916.01
1.9478	148.68	934.16
1.9478	150.95	948.43
1.9478	152.93	960.86
1.9478	155.09	974.48
1.9478	155.10	974.52
1.9478	155.14	974.75
1.9478	155.23	975.36
1.9478	155.50	977.01
1.9478	156.01	980.22
1.9478	156.64	984.21
1.9478	157.78	991.36
1.9478	160.12	1006.1
1.9478	161.71	1016.0
1.9478	162.19	1019.1
1.9478	163.35	1026.4
1.9478	166.29	1044.8
1.9478	170.49	1071.2
1.9478	172.24	1082.2
1.9478	173.03	1087.2
1.9478	177.32	1114.1
1.9478	181.51	1140.5
1.9478	183.09	1150.4
1.9478	184.62	1160.0
1.9478	188.51	1184.5
1.9792	66.676	418.94
1.9792	75.622	475.15
1.9792	85.399	536.58
1.9792	88.267	554.60
1.9792	93.168	585.39
1.9792	101.87	640.04
1.9792	107.74	676.92
1.9792	113.52	713.29
1.9792	122.54	769.95
1.9792	129.16	811.53
1.9792	132.02	829.51
1.9792	134.55	845.41
1.9792	140.21	880.99
1.9792	140.80	884.69
1.9792	144.10	905.41
1.9792	144.78	909.66
1.9792	150.32	944.51
1.9792	151.96	954.80
1.9792	152.10	955.69
1.9792	157.60	990.23
1.9792	157.61	990.27
1.9792	157.64	990.46
1.9792	157.71	990.93
1.9792	157.88	991.96
1.9792	158.22	994.16
1.9792	158.84	998.04
1.9792	159.97	1005.1
1.9792	161.27	1013.3
1.9792	162.06	1018.3
1.9792	163.16	1025.2
1.9792	165.41	1039.3
1.9792	168.31	1057.5
1.9792	171.79	1079.4
1.9792	172.14	1081.6
1.9792	174.04	1093.5
1.9792	178.69	1122.8
1.9792	182.86	1149.0
1.9792	183.72	1154.3
1.9792	184.87	1161.5
1.9792	190.26	1195.4
2.0106	67.619	424.86
2.0106	76.484	480.56
2.0106	86.391	542.81
2.0106	89.632	563.18
2.0106	94.192	591.83
2.0106	102.90	646.55
2.0106	108.89	684.15
2.0106	114.55	719.76
2.0106	123.50	775.96
2.0106	130.37	819.15
2.0106	133.64	839.70
2.0106	136.20	855.78
2.0106	139.17	874.44
2.0106	141.75	890.65
2.0106	143.77	903.33
2.0106	145.66	915.20
2.0106	151.00	948.76
2.0106	151.85	954.13
2.0106	153.36	963.60
2.0106	159.63	1003.0
2.0106	160.11	1006.0
2.0106	160.12	1006.0
2.0106	160.15	1006.3
2.0106	160.26	1007.0
2.0106	160.36	1007.6
2.0106	160.58	1009.0
2.0106	161.22	1012.9
2.0106	162.24	1019.4
2.0106	163.67	1028.4
2.0106	165.07	1037.2
2.0106	167.48	1052.3
2.0106	170.38	1070.5
2.0106	171.26	1076.1
2.0106	172.99	1086.9
2.0106	175.93	1105.4
2.0106	180.05	1131.3
2.0106	182.81	1148.7
2.0106	184.20	1157.4
2.0106	186.67	1172.9
2.0106	192.02	1206.5
2.0420	68.564	430.80
2.0420	77.347	485.98
2.0420	87.364	548.92
2.0420	91.007	571.81
2.0420	95.222	598.30
2.0420	103.93	652.99
2.0420	110.04	691.39
2.0420	115.60	726.32
2.0420	124.45	781.97
2.0420	131.48	826.12
2.0420	135.33	850.32
2.0420	137.88	866.34
2.0420	138.13	867.91
2.0420	142.70	896.63
2.0420	142.76	897.00
2.0420	147.20	924.86
2.0420	150.04	942.73
2.0420	153.23	962.80
2.0420	154.77	972.45
2.0420	159.45	1001.8
2.0420	161.11	1012.3
2.0420	162.62	1021.8
2.0420	162.62	1021.8
2.0420	162.66	1022.0
2.0420	162.76	1022.7
2.0420	163.05	1024.4
2.0420	163.63	1028.1
2.0420	164.43	1033.1
2.0420	165.30	1038.6
2.0420	167.22	1050.6
2.0420	169.55	1065.3
2.0420	170.38	1070.5
2.0420	172.47	1083.7
2.0420	174.15	1094.2
2.0420	177.83	1117.3
2.0420	181.39	1139.7
2.0420	181.91	1143.0
2.0420	185.54	1165.8
2.0420	188.48	1184.2
2.0420	191.59	1203.8
2.0735	69.511	436.75
2.0735	78.211	491.41
2.0735	88.319	554.93
2.0735	92.388	580.49
2.0735	96.258	604.80
2.0735	104.94	659.36
2.0735	111.19	698.64
2.0735	116.65	732.96
2.0735	125.41	788.00
2.0735	132.53	832.68
2.0735	137.06	861.16
2.0735	137.09	861.38
2.0735	139.58	876.98
2.0735	141.76	890.69
2.0735	143.68	902.74
2.0735	148.70	934.33
2.0735	149.08	936.72
2.0735	154.50	970.76
2.0735	156.30	982.07
2.0735	158.54	996.12
2.0735	162.41	1020.5
2.0735	165.13	1037.5
2.0735	165.13	1037.6
2.0735	165.17	1037.8
2.0735	165.26	1038.4
2.0735	165.50	1039.9
2.0735	165.92	1042.5
2.0735	166.39	1045.5
2.0735	167.36	1051.6
2.0735	169.41	1064.4
2.0735	169.50	1065.0
2.0735	171.63	1078.4
2.0735	174.59	1097.0
2.0735	175.31	1101.5
2.0735	179.69	1129.0
2.0735	181.00	1137.3
2.0735	182.74	1148.2
2.0735	186.90	1174.4
2.0735	190.10	1194.4
2.0735	190.30	1195.7
2.1049	70.459	442.71
2.1049	79.076	496.85
2.1049	89.260	560.84
2.1049	93.775	589.20
2.1049	97.298	611.34
2.1049	105.95	665.68
2.1049	112.35	705.90
2.1049	117.72	739.65
2.1049	126.38	794.05
2.1049	133.53	839.01
2.1049	136.06	854.86
2.1049	138.79	872.02
2.1049	140.76	884.40
2.1049	141.27	887.64
2.1049	144.69	909.10
2.1049	148.13	930.72
2.1049	150.17	943.53
2.1049	155.73	978.47
2.1049	157.63	990.42
2.1049	157.89	992.05
2.1049	163.60	1027.9
2.1049	167.49	1052.4
2.1049	167.64	1053.3
2.1049	167.64	1053.3
2.1049	167.68	1053.6
2.1049	167.79	1054.3
2.1049	168.10	1056.2
2.1049	168.62	1059.5
2.1049	168.70	1060.0
2.1049	169.69	1066.2
2.1049	171.60	1078.2
2.1049	173.74	1091.6
2.1049	176.36	1108.1
2.1049	176.85	1111.2
2.1049	180.09	1131.6
2.1049	181.45	1140.1
2.1049	184.17	1157.2
2.1049	188.28	1183.0
2.1049	188.61	1185.1
2.1049	190.51	1197.0
2.1363	71.410	448.68
2.1363	79.943	502.30
2.1363	90.188	566.67
2.1363	95.164	597.94
2.1363	98.343	617.91
2.1363	106.94	671.95
2.1363	113.51	713.17
2.1363	118.79	746.40
2.1363	127.35	800.15
2.1363	134.52	845.21
2.1363	135.02	848.35
2.1363	139.76	878.11
2.1363	140.49	882.72
2.1363	142.96	898.21
2.1363	145.77	915.90
2.1363	147.18	924.74
2.1363	151.58	952.41
2.1363	156.73	984.74
2.1363	156.97	986.25
2.1363	159.49	1002.1
2.1363	164.72	1035.0
2.1363	167.74	1054.0
2.1363	169.09	1062.4
2.1363	170.15	1069.1
2.1363	170.15	1069.1
2.1363	170.19	1069.3
2.1363	170.28	1069.9
2.1363	170.56	1071.7
2.1363	171.14	1075.3
2.1363	172.06	1081.1
2.1363	173.77	1091.8
2.1363	175.87	1105.0
2.1363	177.58	1115.8
2.1363	178.99	1124.7
2.1363	179.18	1125.8
2.1363	183.05	1150.1
2.1363	185.73	1166.9
2.1363	187.12	1175.7
2.1363	189.50	1190.7
2.1363	189.69	1191.9
2.1677	72.362	454.67
2.1677	80.811	507.75
2.1677	91.104	572.43
2.1677	96.556	606.68
2.1677	99.391	624.49
2.1677	107.94	678.18
2.1677	114.66	720.45
2.1677	119.87	753.18
2.1677	128.32	806.28
2.1677	133.99	841.85
2.1677	135.50	851.35
2.1677	138.76	871.84
2.1677	142.13	893.02
2.1677	144.62	908.67
2.1677	146.23	918.77
2.1677	146.95	923.33
2.1677	152.94	960.93
2.1677	155.82	979.07
2.1677	158.24	994.26
2.1677	161.08	1012.1
2.1677	165.80	1041.7
2.1677	166.87	1048.5
2.1677	170.62	1072.1
2.1677	172.66	1084.8
2.1677	172.66	1084.9
2.1677	172.70	1085.1
2.1677	172.79	1085.7
2.1677	173.05	1087.3
2.1677	173.60	1090.8
2.1677	174.43	1096.0
2.1677	175.91	1105.3
2.1677	178.02	1118.6
2.1677	178.27	1120.1
2.1677	178.84	1123.7
2.1677	181.17	1138.3
2.1677	184.48	1159.1
2.1677	185.64	1166.4
2.1677	187.42	1177.6
2.1677	188.49	1184.3
2.1677	191.13	1200.9
2.1991	73.316	460.66
2.1991	81.682	513.22
2.1991	92.011	578.12
2.1991	97.949	615.43
2.1991	100.44	631.10
2.1991	108.92	684.38
2.1991	115.82	727.73
2.1991	120.96	759.99
2.1991	129.31	812.47
2.1991	132.95	835.36
2.1991	136.47	857.48
2.1991	137.76	865.58
2.1991	143.66	902.63
2.1991	145.28	912.82
2.1991	146.27	919.06
2.1991	148.27	931.60
2.1991	154.23	969.07
2.1991	154.92	973.42
2.1991	159.56	1002.5
2.1991	162.65	1022.0
2.1991	165.99	1043.0
2.1991	166.87	1048.5
2.1991	172.13	1081.5
2.1991	175.17	1100.6
2.1991	175.17	1100.7
2.1991	175.21	1100.9
2.1991	175.30	1101.4
2.1991	175.54	1103.0
2.1991	176.05	1106.2
2.1991	176.77	1110.7
2.1991	177.34	1114.3
2.1991	178.02	1118.5
2.1991	179.94	1130.6
2.1991	180.43	1133.7
2.1991	183.33	1151.9
2.1991	184.15	1157.1
2.1991	185.80	1167.4
2.1991	187.48	1178.0
2.1991	189.21	1188.9
2.1991	192.61	1210.2
2.2305	74.272	466.66
2.2305	82.554	518.70
2.2305	92.909	583.77
2.2305	99.342	624.18
2.2305	101.50	637.71
2.2305	109.90	690.55
2.2305	116.98	735.01
2.2305	122.04	766.82
2.2305	130.30	818.71
2.2305	131.92	828.88
2.2305	136.77	859.34
2.2305	137.45	863.61
2.2305	144.34	906.89
2.2305	145.05	911.35
2.2305	147.94	929.55
2.2305	149.72	940.72
2.2305	154.03	967.79
2.2305	155.47	976.86
2.2305	160.92	1011.1
2.2305	164.18	1031.6
2.2305	165.12	1037.5
2.2305	167.97	1055.4
2.2305	173.60	1090.7
2.2305	176.42	1108.5
2.2305	177.68	1116.4
2.2305	177.69	1116.4
2.2305	177.72	1116.6
2.2305	177.80	1117.2
2.2305	178.02	1118.5
2.2305	178.46	1121.3
2.2305	179.05	1125.0
2.2305	180.13	1131.8
2.2305	181.45	1140.1
2.2305	182.60	1147.3
2.2305	182.67	1147.8
2.2305	185.38	1164.8
2.2305	186.47	1171.6
2.2305	187.16	1175.9
2.2305	191.04	1200.3
2.2305	194.14	1219.8
2.2619	75.229	472.68
2.2619	83.428	524.19
2.2619	93.800	589.36
2.2619	100.73	632.92
2.2619	102.55	644.35
2.2619	110.88	696.71
2.2619	118.14	742.30
2.2619	123.13	773.65
2.2619	130.89	822.41
2.2619	131.30	825.01
2.2619	135.78	853.10
2.2619	138.43	869.77
2.2619	143.39	900.97
2.2619	146.28	919.12
2.2619	149.65	940.31
2.2619	151.28	950.51
2.2619	153.13	962.17
2.2619	156.67	984.39
2.2619	162.32	1019.9
2.2619	164.25	1032.0
2.2619	165.66	1040.9
2.2619	169.12	1062.6
2.2619	175.02	1099.7
2.2619	175.49	1102.6
2.2619	180.19	1132.2
2.2619	180.20	1132.2
2.2619	180.22	1132.4
2.2619	180.28	1132.8
2.2619	180.43	1133.7
2.2619	180.75	1135.7
2.2619	181.19	1138.5
2.2619	181.30	1139.2
2.2619	182.25	1145.1
2.2619	183.12	1150.5
2.2619	184.85	1161.4
2.2619	185.46	1165.3
2.2619	187.13	1175.8
2.2619	188.78	1186.1
2.2619	192.84	1211.6
2.2619	195.53	1228.5
2.2934	76.188	478.70
2.2934	84.304	529.70
2.2934	94.684	594.92
2.2934	102.12	641.63
2.2934	103.61	651.00
2.2934	111.86	702.85
2.2934	119.30	749.58
2.2934	124.22	780.49
2.2934	129.86	815.95
2.2934	132.32	831.36
2.2934	134.79	846.88
2.2934	139.41	875.97
2.2934	142.45	895.06
2.2934	147.40	926.13
2.2934	151.42	951.39
2.2934	152.24	956.56
2.2934	152.90	960.68
2.2934	157.84	991.73
2.2934	163.38	1026.5
2.2934	163.72	1028.7
2.2934	167.09	1049.8
2.2934	170.33	1070.2
2.2934	174.56	1096.8
2.2934	176.40	1108.4
2.2934	179.72	1129.2
2.2934	182.28	1145.3
2.2934	182.71	1148.0
2.2934	182.71	1148.0
2.2934	182.75	1148.2
2.2934	182.84	1148.8
2.2934	183.12	1150.6
2.2934	183.66	1154.0
2.2934	184.34	1158.3
2.2934	184.45	1158.9
2.2934	185.10	1163.0
2.2934	187.06	1175.3
2.2934	188.58	1184.9
2.2934	190.75	1198.5
2.2934	194.41	1221.5
2.2934	194.57	1222.5
2.3248	77.148	484.74
2.3248	85.182	535.22
2.3248	95.562	600.43
2.3248	103.49	650.26
2.3248	104.68	657.72
2.3248	112.84	709.00
2.3248	120.46	756.86
2.3248	125.31	787.32
2.3248	128.83	809.49
2.3248	133.34	837.78
2.3248	133.80	840.67
2.3248	140.41	882.21
2.3248	141.52	889.17
2.3248	148.43	932.60
2.3248	151.35	950.97
2.3248	153.23	962.76
2.3248	154.54	971.00
2.3248	159.00	999.01
2.3248	162.50	1021.0
2.3248	165.12	1037.5
2.3248	168.47	1058.5
2.3248	171.62	1078.3
2.3248	173.62	1090.9
2.3248	177.74	1116.7
2.3248	178.25	1119.9
2.3248	183.44	1152.6
2.3248	183.87	1155.3
2.3248	185.22	1163.8
2.3248	185.23	1163.8
2.3248	185.26	1164.0
2.3248	185.34	1164.5
2.3248	185.58	1166.0
2.3248	186.01	1168.7
2.3248	186.44	1171.4
2.3248	187.32	1177.0
2.3248	188.98	1187.4
2.3248	190.16	1194.8
2.3248	192.89	1212.0
2.3248	193.26	1214.3
2.3248	196.21	1232.8
2.3562	78.110	490.78
2.3562	86.063	540.75
2.3562	96.435	605.92
2.3562	104.84	658.74
2.3562	105.77	664.56
2.3562	113.82	715.14
2.3562	121.61	764.13
2.3562	126.39	794.15
2.3562	127.81	803.05
2.3562	132.81	834.47
2.3562	134.37	844.25
2.3562	140.58	883.30
2.3562	141.41	888.51
2.3562	149.40	938.72
2.3562	150.46	945.39
2.3562	155.07	974.33
2.3562	156.17	981.26
2.3562	160.17	1006.4
2.3562	161.63	1015.6
2.3562	166.48	1046.0
2.3562	169.85	1067.2
2.3562	172.67	1084.9
2.3562	172.97	1086.8
2.3562	176.77	1110.7
2.3562	179.03	1124.9
2.3562	182.43	1146.3
2.3562	185.34	1164.5
2.3562	187.73	1179.6
2.3562	187.74	1179.6
2.3562	187.77	1179.8
2.3562	187.83	1180.2
2.3562	187.97	1181.0
2.3562	188.23	1182.7
2.3562	188.74	1185.9
2.3562	189.58	1191.2
2.3562	190.47	1196.8
2.3562	192.07	1206.8
2.3562	192.22	1207.8
2.3562	195.07	1225.7
2.3562	195.28	1227.0
2.3876	79.074	496.84
2.3876	86.945	546.29
2.3876	97.304	611.38
2.3876	106.14	666.87
2.3876	106.91	671.72
2.3876	114.80	721.30
2.3876	122.77	771.38
2.3876	126.78	796.61
2.3876	127.48	800.98
2.3876	131.83	828.29
2.3876	135.41	850.78
2.3876	139.65	877.44
2.3876	142.42	894.87
2.3876	149.58	939.83
2.3876	150.34	944.62
2.3876	156.93	986.03
2.3876	157.76	991.25
2.3876	160.76	1010.1
2.3876	161.39	1014.0
2.3876	167.78	1054.2
2.3876	171.24	1075.9
2.3876	171.73	1079.0
2.3876	174.38	1095.6
2.3876	175.30	1101.5
2.3876	180.28	1132.8
2.3876	181.43	1139.9
2.3876	186.76	1173.5
2.3876	189.93	1193.4
2.3876	190.25	1195.4
2.3876	190.26	1195.4
2.3876	190.29	1195.6
2.3876	190.38	1196.2
2.3876	190.63	1197.8
2.3876	190.83	1199.0
2.3876	191.06	1200.5
2.3876	191.45	1202.9
2.3876	192.34	1208.5
2.3876	194.11	1219.7
2.3876	194.50	1222.1
2.3876	197.21	1239.1
2.4190	80.039	502.90
2.4190	87.830	551.85
2.4190	98.170	616.82
2.4190	107.34	674.43
2.4190	108.13	679.41
2.4190	115.78	727.48
2.4190	123.92	778.60
2.4190	125.76	790.18
2.4190	128.57	807.81
2.4190	130.84	822.12
2.4190	136.45	857.35
2.4190	138.72	871.60
2.4190	143.44	901.29
2.4190	148.70	934.28
2.4190	151.26	950.40
2.4190	158.80	997.78
2.4190	159.28	1000.8
2.4190	159.89	1004.6
2.4190	162.68	1022.2
2.4190	169.00	1061.9
2.4190	170.77	1073.0
2.4190	172.68	1085.0
2.4190	173.84	1092.2
2.4190	175.81	1104.6
2.4190	180.42	1133.6
2.4190	181.52	1140.5
2.4190	188.15	1182.2
2.4190	189.56	1191.0
2.4190	191.72	1204.6
2.4190	192.54	1209.8
2.4190	192.77	1211.2
2.4190	192.77	1211.2
2.4190	192.81	1211.4
2.4190	192.90	1212.0
2.4190	192.99	1212.6
2.4190	193.18	1213.8
2.4190	193.72	1217.2
2.4190	194.69	1223.3
2.4190	196.81	1236.6
2.4190	199.21	1251.7
2.4504	81.005	508.97
2.4504	88.717	557.42
2.4504	99.033	622.24
2.4504	108.45	681.41
2.4504	109.44	687.65
2.4504	116.77	733.68
2.4504	124.74	783.76
2.4504	125.06	785.78
2.4504	129.66	814.66
2.4504	129.86	815.96
2.4504	137.51	863.97
2.4504	137.79	865.77
2.4504	144.48	907.77
2.4504	147.81	928.74
2.4504	152.17	956.10
2.4504	159.02	999.13
2.4504	160.57	1008.9
2.4504	160.80	1010.3
2.4504	164.08	1031.0
2.4504	169.81	1066.9
2.4504	170.15	1069.1
2.4504	172.37	1083.0
2.4504	174.18	1094.4
2.4504	177.25	1113.7
2.4504	179.42	1127.3
2.4504	182.74	1148.2
2.4504	188.25	1182.8
2.4504	189.50	1190.7
2.4504	191.91	1205.8
2.4504	193.17	1213.7
2.4504	194.19	1220.1
2.4504	195.28	1227.0
2.4504	195.29	1227.0
2.4504	195.32	1227.2
2.4504	195.41	1227.8
2.4504	195.66	1229.4
2.4504	196.19	1232.7
2.4504	197.11	1238.5
2.4504	199.10	1251.0
2.4504	199.94	1256.3
2.4819	81.972	515.05
2.4819	89.606	563.01
2.4819	99.893	627.65
2.4819	109.50	688.03
2.4819	110.80	696.18
2.4819	117.76	739.91
2.4819	123.72	777.35
2.4819	126.20	792.92
2.4819	128.89	809.81
2.4819	130.75	821.53
2.4819	136.87	859.96
2.4819	138.56	870.62
2.4819	145.52	914.30
2.4819	146.94	923.22
2.4819	153.07	961.77
2.4819	158.14	993.64
2.4819	161.92	1017.4
2.4819	162.63	1021.9
2.4819	165.59	1040.4
2.4819	168.84	1060.9
2.4819	170.91	1073.8
2.4819	171.23	1075.9
2.4819	175.73	1104.2
2.4819	178.42	1121.1
2.4819	178.67	1122.6
2.4819	183.98	1156.0
2.4819	186.93	1174.5
2.4819	190.80	1198.8
2.4819	190.85	1199.2
2.4819	194.44	1221.7
2.4819	195.99	1231.4
2.4819	197.80	1242.8
2.4819	197.81	1242.9
2.4819	197.84	1243.0
